record_id,ground_truth_category,split
R02854,normal,train
R02855,both_detectable,train
R02856,normal,train
R02857,normal,train
R02858,normal,train
R02859,normal,evaluation
R02860,both_detectable,train
R02861,normal,train
R02862,normal,train
R02863,normal,train
R02864,normal,train
R02865,normal,train
R02866,normal,train
R02867,normal,train
R02868,normal,train
R02869,normal,train
R02870,normal,evaluation
R02871,normal,evaluation
R02872,normal,train
R02873,normal,train
R02874,normal,train
R02875,normal,evaluation
R02876,normal,evaluation
R02877,normal,evaluation
R02878,normal,train
R02879,normal,train
R02880,normal,train
R02881,normal,train
R02882,normal,train
R02883,normal,train
R02884,normal,train
R02885,normal,train
R02886,both_detectable,train
R02887,normal,train
R02888,normal,evaluation
R02889,normal,train
R02890,normal,evaluation
R02891,normal,evaluation
R02892,normal,train
R02893,normal,evaluation
R02894,normal,evaluation
R02895,normal,train
R02896,normal,train
R02897,normal,evaluation
R02898,normal,train
R02899,normal,evaluation
R02900,rule_detectable,train
R02901,normal,train
R02902,normal,train
R02903,normal,train
R02904,normal,train
R02905,normal,train
R02906,normal,train
R02907,normal,train
R02908,normal,train
R02909,normal,train
R02910,normal,evaluation
R02911,normal,train
R02912,normal,train
R02913,normal,train
R02914,normal,train
R02915,rule_detectable,train
R02916,normal,train
R02917,ml_multivariate,evaluation
R02918,normal,evaluation
R02919,normal,evaluation
R02920,normal,train
R02921,normal,evaluation
R02922,normal,train
R02923,normal,train
R02924,normal,train
R02925,normal,train
R02926,normal,train
R02927,normal,train
R02928,normal,train
R02929,normal,train
R02930,normal,evaluation
R02931,normal,train
R02932,normal,train
R02933,normal,train
R02934,normal,train
R02935,normal,evaluation
R02936,normal,train
R02937,normal,train
R02938,normal,train
R02939,normal,train
R02940,normal,evaluation
R02941,normal,train
R02942,normal,train
R02943,normal,train
R02944,normal,evaluation
R02945,normal,train
R02946,normal,evaluation
R02947,normal,train
R02948,normal,train
R02949,normal,train
R02950,normal,evaluation
R02951,normal,train
R02952,normal,train
R02953,normal,train
R02954,normal,train
R02955,normal,train
R02956,normal,train
R02957,normal,train
R02958,normal,train
R02959,ml_multivariate,train
R02960,normal,train
R02961,normal,evaluation
R02962,normal,evaluation
R02963,normal,train
R02964,normal,train
R02965,normal,train
R02966,normal,evaluation
R02967,normal,train
R02968,normal,evaluation
R02969,normal,train
R02970,normal,train
R02971,normal,train
R02972,normal,evaluation
R02973,normal,train
R02974,normal,train
R02975,normal,train
R02976,normal,train
R02977,normal,train
R02978,rule_detectable,evaluation
R02979,normal,evaluation
R02980,normal,evaluation
R02981,normal,train
R02982,normal,train
R02983,normal,evaluation
R02984,normal,train
R02985,normal,train
R02986,normal,evaluation
R02987,normal,train
R02988,normal,evaluation
R02989,normal,evaluation
R02990,normal,train
R02991,normal,train
R02992,normal,train
R02993,normal,train
R02994,normal,train
R02995,normal,train
R02996,normal,evaluation
R02997,normal,train
R02998,normal,train
R02999,normal,train
R03000,normal,train
